,Temp,GrowthRate_nATP05,FinalBiomass_nATP05,FinalCH4_nATP05,GrowthRate_nATP10,FinalBiomass_nATP10,FinalCH4_nATP10,GrowthRate_nATP15,FinalBiomass_nATP15,FinalCH4_nATP15
41,321,0.0,500.0,3.0068957903859354e-08,0.0,500.0,3.0068957903859354e-08,0.0,500.0,3.0068957903859295e-08
42,322,0.0,500.0,3.007637860472821e-08,0.0,500.0,3.007637860472821e-08,0.0,500.0,3.0076378604728153e-08
43,323,0.0,500.0,3.008452017798989e-08,0.0,500.0,3.008452017798989e-08,0.0,500.0,3.00845201779898e-08
44,324,0.0,500.0,3.009343826384109e-08,0.0,500.0,3.009343826384109e-08,0.0,500.0,3.009343826384098e-08
45,325,0.0,500.0,3.008599154653264e-08,0.0,500.0,3.008599154653264e-08,0.0,500.0,3.00859915465325e-08
46,326,0.0,500.0,3.011383251750575e-08,0.0,500.0,3.011383251750575e-08,0.0,500.0,3.011383251750551e-08
47,327,0.0,500.0,3.012542352675297e-08,0.0,500.0,3.012542352675297e-08,0.0,500.0,3.012542352675264e-08
48,328,0.0,500.0,3.0138018522076977e-08,0.0,500.0,3.0138018522076977e-08,0.0,500.0,3.0138018522076513e-08
49,329,0.0,500.0,3.01516699643717e-08,0.0,500.0,3.01516699643717e-08,0.0,500.0,3.0151669964371066e-08
50,330,0.0,500.0,3.016642511687306e-08,0.0,500.0,3.016642511687306e-08,0.0,500.0,3.016642511687217e-08
